paper_title,author_names,year,publication_venue,index
on the discoveri of interest pattern in associ rule,"sridhar ramaswamy, sameer mahajan, abraham silberschatz",1998,vldb,53e9988cb7602d97020c9678
adapt data broadcast in hybrid network,"konstantinos stathatos, nick roussopoulos, john s. baras",1997,vldb,53e9a154b7602d9702a42c02
a sequenti pattern queri languag for support instant data mine for eservic,"reza sadri, carlo zaniolo, amir m. zarkesh, jafar adibi",2001,vldb,53e9af06b7602d970393ddb1
data stage for ondemand broadcast,"demet aksoy, michael j. franklin, stanley b. zdonik",2001,vldb,53e9b8b4b7602d970449105d
the heterogen problem and middlewar technolog experi with and perform of databas gateway,"fernando de ferreira rezende, klaudia hergula",1998,vldb,53e9b7a5b7602d970434da9d
design implement and perform of the lham logstructur histori data access method,"peter muth, patrick e. o'neil, achim pick, gerhard weikum",1998,vldb,53e9acaeb7602d970368c6ab
schema map as queri discoveri,"renée j. miller, laura m. haas, mauricio a. hernández",2000,vldb,53e9b4d4b7602d9703ff2ce5
buffer and readahead strategi for extern mergesort,"weiye zhang, per-åke larson",1998,vldb,53e9bd4bb7602d97049db3ef
an asynchron avoidancebas cach consist algorithm for client cach dbmss,"m. tamer özsu, kaladhar voruganti, ronald c. unrau",1998,vldb,53e9a51db7602d9702e3f3d1
model and manag etl process,alkis simitsis,2003,vldb phd workshop,53e9af46b7602d97039854d7
combioper databas support for data mine applic,"alexander hinneburg, wolfgang lehner, dirk habich",2003,vldb,53e99c60b7602d970250fbc7
from vldb to vmldb veri mani larg data base deal with largescal semant heterogen,stuart e. madnick,1995,vldb,53e99d58b7602d9702614857
effici manag of multivers document by object referenc,"shu-yao chien, vassilis j. tsotras, carlo zaniolo",2001,vldb,53e9a987b7602d97032e01c8
neurorul a connectionist approach to data mine,"hongjun lu, rudy setiono, huan liu",1995,vldb,53e9a042b7602d9702926ac7
feedbackbypass a new approach to interact similar queri process,"ilaria bartolini, paolo ciaccia, florian waas",2001,vldb,53e9aff4b7602d9703a4b525
materi view in oracl,"randall g. bello, karl dias, alan downing, james j. feenan jr., james l. finnerty, william d. norcott, harry sun, andrew witkowski, mohamed ziauddin",1998,vldb,53e99a5cb7602d97022c411f
pivot and unpivot optim and execut strategi in an rdbms,"conor cunningham, goetz graefe, césar a. galindo-legaria",2004,vldb,53e9a689b7602d9702fbaa52
analysi of ndimension quadtre use the hausdorff fractal dimens,"christos faloutsos, volker gaede",1996,vldb,53e9b2d2b7602d9703d7fdf2
spirit sequenti pattern mine with regular express constraint,"minos n. garofalakis, rajeev rastogi, kyuseok shim",1999,vldb,53e9a8ffb7602d970325106d
a databas model for object dynam,"mike p. papazoglou, bernd j. krämer",1997,vldb j,53e9a122b7602d9702a11fe0
psoup a system for stream queri over stream data,"sirish chandrasekaran, michael j. franklin",2003,vldb j,53e998c0b7602d97020fc417
a templat model for multidimension intertransact associ rule,"ling feng, jeffrey xu yu, hongjun lu, jiawei han",2002,vldb j,53e9a6edb7602d9703026291
fast imag retriev use colorspati inform,"beng chin ooi, kian-lee tan, tat-seng chua, wynne hsu",1998,vldb j,53e999aeb7602d97021f4833
the oodb pathmethod generat pmg use access weight and precomput access relev,"ashish mehta, james geller, yehoshua perl, erich j. neuhold",1998,vldb j,53e9a782b7602d97030be58c
retre an effici index structur for regular express,"chee yong chan, minos n. garofalakis, rajeev rastogi",2003,vldb j,53e9b46fb7602d9703f6e2e2
effici similar search for market basket data,"alexandros nanopoulos, yannis manolopoulos",2002,vldb j,53e9b009b7602d9703a64b96
evalu holist aggreg effici for veri larg dataset,"lixin fu, sanguthevar rajasekaran",2004,vldb j,53e9b2d2b7602d9703d82ca4
titl,unamed,1995,vldb j,53e9978eb7602d9701f52d65
effect timestamp in databas,"kristian torp, christian s. jensen, richard t. snodgrass",2000,vldb j,53e99a1ab7602d970226df1d
a logic view of structur file,"serge abiteboul, sophie cluet, tova milo",1998,vldb j,53e99be3b7602d970248c52b
energyperform tradeoff for spatial access method on memoryresid data,"ning an, sudhanva gurumurthi, anand sivasubramaniam, narayanan vijaykrishnan, mahmut t. kandemir, mary jane irwin",2002,vldb j,53e99f3bb7602d970280d837
dynam vptree index for nnearest neighbor search given pairwis distanc,"ada wai-chee fu, polly mei-shuen chan, yin-ling cheung, yiu sang moon",2000,vldb j,53e9bdf6b7602d9704aab9e4
editor note,michael j. franklin,1997,sigmod record,53e99800b7602d970200b5fd
cach invalid scheme for mobil comput system with realtim data,"joe chun-hung yuen, edward chan, kam-yiu lam, hei-wing leung",2000,sigmod record,53e9a15bb7602d9702a4e028
emerg and converg qualit novelti and the uniti of knowledg by mario bung,haim kilov,2004,sigmod record,53e9997eb7602d97021bd8fd
integr content and structur in text retriev,"ricardo a. baeza-yates, gonzalo navarro",1996,sigmod record,53e9ae0bb7602d9703816130
demonstr enabl scalabl onlin person on the web,"kaushik dutta, anindya datta, debra e. vandermeer, krithi ramamritham, helen m. thomas",2000,vldb,53e9b5a8b7602d97040f07ca
author index,unamed,2000,vldb,53e997a6b7602d9701f7da4f
insit a tool for interpret user interact with a web space,"cyrus shahabi, adil faisal, farnoush banaei kashani, jabed faruque",2000,vldb,53e9af8db7602d97039d2df6
an electron patient record on steroid distribut peertop secur and privacyconsci,"serge abiteboul, bogdan alexe, omar benjelloun, bogdan cautis, irini fundulaki, tova milo, arnaud sahuguet",2004,vldb,53e9b9d3b7602d97045ca75d
cluster techniqu for minim extern path length,"ajit a. diwan, sanjeeva rane, s. seshadri, s. sudarshan 0001",1996,vldb,53e99baab7602d970244fbeb
introduct to the special issu on semant integr,"anhai doan, natalya fridman noy, alon y. halevy",2004,sigmod record,53e9b4ceb7602d9703fed728
highperform and scalabl through applic tierinmemori data manag,unamed,2000,vldb,53e9a958b7602d97032b04c3
informationtheoret tool for mine databas structur from larg data set,"periklis andritsos, renée j. miller, panayiotis tsaparas",2004,sigmod confer,53e9a40eb7602d9702d26751
are we work on the right problem panel,michael stonebraker,1998,sigmod confer,53e9a73bb7602d9703070997
of crawler portal mice and men is there more to mine the web panel,"minos n. garofalakis, sridhar ramaswamy, rajeev rastogi, kyuseok shim",1999,sigmod confer,53e9b1f2b7602d9703c88a4c
relax currenc and consist how to say good enough in sql,"hongfei guo, per-åke larson, raghu ramakrishnan, jonathan goldstein",2004,sigmod confer,53e99c19b7602d97024c59ba
roadrunn automat data extract from dataintens web site,"valter crescenzi, giansalvatore mecca, paolo merialdo",2002,sigmod confer,53e99dabb7602d97026695ad
effici knn search on vertic decompos data,"arjen p. de vries, nikos mamoulis, niels nes, martin l. kersten",2002,sigmod confer,53e9afdbb7602d9703a2ff95
warp index with envelop transform for queri by hum,"yunyue zhu, dennis shasha",2003,sigmod confer,53e9a906b7602d97032560dc
enterpris java platform data access,"seth j. white, r. g. g. cattell, sheldon j. finkelstein",1998,sigmod confer,53e9a88cb7602d97031d8bbd
sql open heterogen data access,"berthold reinwald, hamid pirahesh",1998,sigmod confer,53e9b53cb7602d9704073dd6
spreadsheet in rdbms for olap,"andrew witkowski, srikanth bellamkonda, tolga bozkaya, gregory dorman, nathan folkert, abhinav gupta, lei sheng, sankar subramanian",2003,sigmod confer,53e9b4d9b7602d9703ff948d
stripe an effici index for predict trajectori,"jignesh m. patel, yun chen, v. prasad chakka",2004,sigmod confer,53e99e0cb7602d97026d20d8
diamond in the rough find hierarch heavi hitter in multidimension data,"graham cormode, flip korn, s. muthukrishnan, divesh srivastava",2004,sigmod confer,53e9a6f5b7602d97030287a5
effici and extens algorithm for multi queri optim,"prasan roy, s. seshadri, s. sudarshan 0001, siddhesh bhobe",2000,sigmod confer,53e9acf7b7602d97036d82fb
orderofmagnitud advantag of tpcc though massiv parallel,charles levine,1995,sigmod confer,53e99940b7602d970217d9fa
aurora a data stream manag system,"daniel j. abadi, donald carney, ugur çetintemel, mitch cherniack, christian convey, c. erwin, eduardo f. galvez, m. hatoun, anurag maskey, alex rasin, a. singer, michael stonebraker, nesime tatbul, ying xing, r. yan, stanley b. zdonik",2003,sigmod confer,53e9a194b7602d9702a8654b
partit garbag collect of larg object store,"umesh maheshwari, barbara liskov",1997,sigmod confer,53e9af19b7602d9703951a47
inform assur technolog challeng,nicholas j. multari,2004,sigmod confer,53e99a98b7602d9702311bb6
the design of an acquisit queri processor for sensor network,"samuel madden, michael j. franklin, joseph m. hellerstein, wei hong",2003,sigmod confer,53e99ff5b7602d97028d428a
effici process of join on setvalu attribut,nikos mamoulis,2003,sigmod confer,53e9ba54b7602d970466f99c
an adapt peertop network for distribut cach of olap result,"panos kalnis, wee siong ng, beng chin ooi, dimitris papadias, kian-lee tan",2002,sigmod confer,53e9a841b7602d970318b89c
predict and index of move object with unknown motion pattern,"yufei tao, christos faloutsos, dimitris papadias, bin liu 0002",2004,sigmod confer,53e9a02db7602d9702912fc5
p2pdiet an extens p2p servic that unifi adhoc and continu queri in superp network,"stratos idreos, manolis koubarakis, christos tryfonopoulos",2004,sigmod confer,53e9b9a0b7602d9704590907
objectrel databas system principl product and challeng tutori,"michael j. carey, nelson mendonça mattos, anil nori",1997,sigmod confer,53e99db7b7602d970267466a
model for web servic transact,mark c. little,2004,sigmod confer,53e9b061b7602d9703ac5f97
devis integr queri and visual explor of larg dataset demo abstract,"miron livny, raghu ramakrishnan, kevin s. beyer, guangshun chen, donko donjerkovic, shilpa lawande, jussi myllymaki, r. kent wenger",1997,sigmod confer,53e9a5e8b7602d9702f10896
midtier cach the timesten approach,times-ten team,2002,sigmod confer,53e9a396b7602d9702ca8ec1
filter algorithm and implement for veri fast publishsubscrib,"françoise fabret, hans-arno jacobsen, françois llirbat, joão pereira, kenneth a. ross, dennis shasha",2001,sigmod confer,53e99e71b7602d9702736232
improv queri perform with variant index,"patrick e. o'neil, dallan quass",1997,sigmod confer,53e9ba0bb7602d970460b494
data wareh and olap for decis support tutori,"surajit chaudhuri, umeshwar dayal",1997,sigmod confer,53e9accbb7602d97036a9495
effici set join on similar predic,"sunita sarawagi, alok kirpal",2004,sigmod confer,53e99ef4b7602d97027c1f5f
effici queri reformul in peerdata manag system,"igor tatarinov, alon y. halevy",2004,sigmod confer,53e99976b7602d97021b87f6
statist schema match across web queri interfac,"bin he, kevin chen-chuan chang",2003,sigmod confer,53e99940b7602d970217f0f4
select estim for spatiotempor queri to move object,"yong-jin choi, chin-wan chung",2002,sigmod confer,53e9b275b7602d9703d1738f
fastmap a fast algorithm for index datamin and visual of tradit and multimedia dataset,"christos faloutsos, king-ip lin",1995,sigmod confer,53e9b30ab7602d9703dd2d86
fast algorithm for time seri with applic to financ physic music biolog and other suspect,"alberto lerner, dennis shasha, zhihua wang, xiaojian zhao, yunyue zhu",2004,sigmod confer,53e9b581b7602d97040c03b2
ecommerc databas issu and experi,anand rajaraman,1999,sigmod confer,53e9baa6b7602d97046d29b0
hdey visual cluster of high dimension data,"alexander hinneburg, daniel a. keim, markus wawryniuk",2002,sigmod confer,53e9b1eab7602d9703c8248d
obk an onlin high energi physic metadata repositori,"i. alexandrov, antonio amorim, e. badescu, m. barczyk, d. burckhart-chromek, mihai caprini, m. dobson, j. flammer, r. hart, r. jones, andrei kazarov, s. kolos, v. kotov, dietrich liko, levi lucio, l. mapelli, m. mineev, l. moneta, i. papadopoulos, m. nassiakou, n. parrington, luis pedro, a. ribeiro, yu. ryabov, d. schweiger, igor soloviev, h. wolters",2002,vldb,53e9a562b7602d9702e89f39
clientbas access control manag for xml document,"luc bouganim, françois dang ngoc, philippe pucheral",2004,vldb,53e9aef1b7602d9703921d48
manipul interpol data is easier than you thought,"stéphane grumbach, philippe rigaux, luc segoufin",2000,vldb,53e9a301b7602d9702c0ac1d
lmrp a buffer manag strategi for interact continu data flow in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",1995,vldb,53e9a66db7602d9702f9dee9
autom select of materi view and index in sql databas,"sanjay agrawal, surajit chaudhuri, vivek r. narasayya",2000,vldb,53e9bb72b7602d97047b56c0
the semant web semant for data on the web,"stefan decker, vipul kashyap",2003,vldb,53e9abebb7602d97035a8555
a space effici persist implement of an index for dna sequenc,gabriele witterstein,2003,vldb phd workshop,53e9b9edb7602d97045e6ff4
panel futur direct of databas research the vldb broaden strategi part 2,michael l. brodie,2000,vldb,53e9ba54b7602d970466d248
comput geograph scope of web resourc,"junyan ding, luis gravano, narayanan shivakumar",2000,vldb,53e9a6e6b7602d9703019dd0
the next logic framework for xqueri,"alin deutsch, yannis papakonstantinou, yu xu",2004,vldb,53e9a6a6b7602d9702fda5a0
hifi a unifi architectur for high fanin system,"owen cooper, anil edakkunni, michael j. franklin, wei hong, shawn r. jeffery, sailesh krishnamurthy, frederick reiss, shariq rizvi, eugene wu 0002",2004,vldb,53e9b828b7602d97043deca1
select estim in extens databas a neural network approach,"m. seetha lakshmi, shaoyu zhou",1998,vldb,53e9a555b7602d9702e7d62c
queri process techniqu for multivers access method,"jochen van den bercken, bernhard seeger",1996,vldb,53e9b27bb7602d9703d23bde
databas architectur optim for the new bottleneck memori access,"peter a. boncz, stefan manegold, martin l. kersten",1999,vldb,53e9a1b6b7602d9702aacec2
the beaxqrl stream xqueri processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j. carey, arvind sundararajan, geetika agrawal",2003,vldb,53e9b30ab7602d9703dd0dc1
bellcor adaptx har system for manag inform on internet and intranet,amit p. sheth,1996,vldb,53e9be43b7602d9704b01698
geoenvironment and medic data manag in the rasdaman system,"peter baumann, paula furtado, roland ritsch, norbert widmann",1997,vldb,53e9b337b7602d9703e07634
xqueri optim,philippe michiels,2003,vldb phd workshop,53e997bab7602d9701fa0ae6
perform measur of tertiari storag devic,"theodore johnson, ethan l. miller",1998,vldb,53e99dfeb7602d97026c1f38
the complex of fulli materi coalesc cube,"yannis sismanis, nick roussopoulos",2004,vldb,53e99fd6b7602d97028b5e0b
agflow agentbas crossenterpris workflow manag system,"liangzhao zeng, boualem benatallah, phuong nguyen, anne h. h. ngu",2001,vldb,53e9a2e4b7602d9702bebb73
xml schema in oracl xml db,"ravi murthy, sandeepan banerjee",2003,vldb,53e9bd18b7602d97049a1bc4
xissr xml index and storag system use rdbms,"philip j. harding, quanzhong li, bongki moon",2003,vldb,53e9ada5b7602d97037a57ed
veri larg databas how larg how differ,david vaskevitch,1995,vldb,53e9b061b7602d9703ac4f49
product databas system make them easi is hard work,david campbell,2004,vldb,53e9b92ab7602d9704516f07
process objectori queri with invert late bound function,"staffan flodin, tore risch",1995,vldb,53e9b7a5b7602d970434d608
cacheport ii acceler of veri larg scale data centerhost databasedriven web applic,"wen-syan li, oliver po, wang-pin hsiung, k. selçuk candan, divyakant agrawal, yusuf akca, kunihiro taniguchi",2003,vldb,53e9b403b7602d9703ef8825
analysi and design of approxim queri over xml document use statist techniqu,stefania marrara,2003,vldb phd workshop,53e99a57b7602d97022bf9fc
infer and predict of uncertain event in activ system a languag and execut model,segev wasserkrug,2003,vldb phd workshop,53e99b56b7602d97023fb3b5
fast highdimension data search in incomplet databas,"beng chin ooi, cheng hian goh, kian-lee tan",1998,vldb,53e9a93fb7602d9703294bfc
benchmark spatial join oper with spatial output,"erik g. hoel, hanan samet",1995,vldb,53e9b496b7602d9703fa134d
mar a system for publish xml from mix and redund storag,"alin deutsch, val tannen",2003,vldb,53e9a825b7602d970316fa4c
planpertupl optim solut parallel execut of expens userdefin function,"felipe cariño, william o'connell",1998,vldb,53e99c6eb7602d97025202f3
wiseintegr an automat integr of web search interfac for ecommerc,"hai he, weiyi meng, clement t. yu, zonghuan wu",2003,vldb,53e9a689b7602d9702fbae9b
retriev of composit multimedia object,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",1995,vldb,53e9ad63b7602d970374b7f3
sensor data mine similar search and pattern analysi,christos faloutsos,2002,vldb,53e9aa48b7602d97033b35e3
expir data in a warehous,"hector garcia-molina, wilburt labio, jun yang 0001",1998,vldb,53e9abfeb7602d97035bfb03
oper system extens for the teradata parallel vldb,"john catozzi, sorana rabinovici",2001,vldb,53e9a4e5b7602d9702e08bf6
public a decis tree classifi that integr build and prune,"rajeev rastogi, kyuseok shim",1998,vldb,53e9aad9b7602d970345a1da
cord automat generat of correl statist in db2,"ihab f. ilyas, volker markl, peter j. haas, paul g. brown, ashraf aboulnaga",2004,vldb,53e9b062b7602d9703acad8f
gembas a geometr mediat for brain analysi with surfac ensembl,"simone santini, amarnath gupta",2002,vldb,53e9ba8ab7602d97046b10c1
inform integr the momi project demonstr,"domenico beneventano, sonia bergamaschi, silvana castano, alberto corni, r. guidetti, g. malvezzi, michele melchiori, maurizio vincini",2000,vldb,53e9bc6eb7602d97048e8877
data morph an adapt cacheconsci storag techniqu,"richard a. hankins, jignesh m. patel",2003,vldb,53e9a178b7602d9702a6b83c
integr reliabl memori in databas,"wee teck ng, peter m. chen",1997,vldb,53e9a94cb7602d970329f351
control access to publish data use cryptographi,"gerome miklau, dan suciu",2003,vldb,53e9b9e7b7602d97045e1a7d
improv adapt similar queri process by use approxim,"mihael ankerst, bernhard braunmüller, hans-peter kriegel, thomas seidl",1998,vldb,53e9b321b7602d9703dede5b
primit for workload summar and implic for sql,"surajit chaudhuri, prasanna ganesan, vivek r. narasayya",2003,vldb,53e9acf0b7602d97036cea0f
multidimension substr select estim,"h. v. jagadish, olga kapitskaia, raymond t. ng, divesh srivastava",1999,vldb,53e9af39b7602d9703974bd8
build hierarch classifi use class proxim,"ke wang, senqiang zhou, shiang chen liew",1999,vldb,53e9b2b1b7602d9703d590d1
hierarch prefix cube for rangesum queri,"chee yong chan, yannis e. ioannidis",1999,vldb,53e9b549b7602d970408058f
access a relat databas through an objectori databas interfac,"jack a. orenstein, d. n. kamber",1995,vldb,53e9b42fb7602d9703f268fa
smooth a distribut multimedia databas system,"harald kosch, lászló böszörményi, alexander bachlechner, christian hanin, christian hofbauer, margit lang, carmen riedler, roland tusch",2001,vldb,53e9a051b7602d9702936b27
ptime high scalabl oltp dbms for manag updateintens stream workload,"sang kyun cha, changbin song",2004,vldb,53e9ba59b7602d97046755a4
ghost fine granular buffer of index,"cheng hian goh, beng chin ooi, d. sim, kian-lee tan",1999,vldb,53e9bbadb7602d97047f5a75
datablitz a high perform mainmemori storag manag,"jerry baulier, philip bohannon, s. gogate, s. joshi, c. gupta, a. khivesera, henry f. korth, peter mcilroy, j. miller, p. p. s. narayan, m. nemeth, rajeev rastogi, abraham silberschatz, s. sudarshan 0001",1998,vldb,53e9b4a1b7602d9703fabebc
privacypreserv index of document on the network,"mayank bawa, roberto j. bayardo jr., rakesh agrawal",2003,vldb,53e9a3cdb7602d9702ce25d9
queri optim for xml,"jason mchugh, jennifer widom",1999,vldb,53e99afdb7602d970238ac7a
relat databas for queri xml document limit and opportun,"jayavel shanmugasundaram, kristin tufte, chun zhang, gang he, david j. dewitt, jeffrey f. naughton",1999,vldb,53e9b137b7602d9703bbcc97
dont be lazi be consist postgresr a new way to implement databas replic,"bettina kemme, gustavo alonso",2000,vldb,53e9bbfbb7602d970485a317
fast and accur text classif via multipl linear discrimin project,"soumen chakrabarti, shourya roy, mahesh v. soundalgekar",2002,vldb,53e9acfdb7602d97036dacd3
a casebas approach to inform integr,"maurizio panti, luca spalazzi, alberto giretti",2000,vldb,53e9b917b7602d97044fbcd6
serviceglob distribut eservic across the internet,"markus keidl, stefan seltzsam, konrad stocker, alfons kemper",2002,vldb,53e998bfb7602d97020f5b39
issu in network manag in the next millennium,"michael l. brodie, surajit chaudhuri",1999,vldb,53e9b8ccb7602d97044ac4e8
web servic industri session,felipe cabrera,2003,vldb,53e99acab7602d970234c84c
potter wheel an interact data clean system,"vijayshankar raman, joseph m. hellerstein",2001,vldb,53e9b532b7602d970406bcaa
process slide window multijoin in continu queri over data stream,"lukasz golab, m. tamer özsu",2003,vldb,53e9a178b7602d9702a6c09d
combin lock approach for schedul hard realtim transact in realtim databas,qiang wang,2003,vldb phd workshop,53e9afc0b7602d9703a0f634
mtree an effici access method for similar search in metric space,"paolo ciaccia, marco patella, pavel zezula",1997,vldb,53e9b1a9b7602d9703c33e40
obtain complet answer from incomplet databas,alon y. levy,1996,vldb,53e9b326b7602d9703df7c74
best paper of vldb 2003,"johann christoph freytag, serge abiteboul, michael j. carey",2004,vldb j,53e9aaa3b7602d970341c212
hmap a tempor data model manag interv with differ granular and indeterminaci from natur languag sentenc,"carlo combi, giuseppe pozzi",2001,vldb j,53e99beab7602d9702493ce9
a perform studi of four index structur for setvalu attribut of low cardin,"sven helmer, guido moerkotte",2003,vldb j,53e9b7e8b7602d970439810b
spatial and tempor contentbas access to hypervideo databas,"haitao jiang, ahmed k. elmagarmid",1998,vldb j,53e9a31fb7602d9702c2ca9a
support topk join queri in relat databas,"ihab f. ilyas, walid g. aref, ahmed k. elmagarmid",2004,vldb j,53e9afcdb7602d9703a21cb7
check the tempor integr of interact multimedia document,"isabelle mirbel, barbara pernici, timos k. sellis, s. tserkezoglou, michalis vazirgiannis",2000,vldb j,53e9b3a3b7602d9703e85df6
a graphtheoret model for optim queri involv method,"chiang lee, chi-sheng shih, yaw-huei chen",2001,vldb j,53e9bd46b7602d97049d67ae
an xml queri engin for networkbound data,"zachary g. ives, alon y. halevy, daniel s. weld",2002,vldb j,53e9abf7b7602d97035b8ed4
deadlock detect in distribut databas system a new algorithm and a compar perform analysi,"natalija krivokapic, alfons kemper, ehud gudes",1999,vldb j,53e9aa15b7602d97033803bf
parallelis oodbm travers a perform evalu,"david j. dewitt, jeffrey f. naughton, john c. shafer, shivakumar venkataraman",1996,vldb j,53e99f20b7602d97027ee76f
progress evalu of nest aggreg queri,"kian-lee tan, cheng hian goh, beng chin ooi",2000,vldb j,53e9a45cb7602d9702d7891f
introduct special issu on multimedia databas,"m. tamer özsu, stavros christodoulakis",1998,vldb j,53e9b8aeb7602d970448a661
mil primit for queri a fragment world,"peter a. boncz, martin l. kersten",1999,vldb j,53e9b3e8b7602d9703ed46c1
an asymptot optim multivers btree,"bruno becker, stephan gschwind, thomas ohler, bernhard seeger, peter widmayer",1996,vldb j,53e9a297b7602d9702b9cf03
xmlenabl workflow manag for eservic across heterogen platform,"german shegalov, michael gillmann, gerhard weikum",2001,vldb j,53e9aa09b7602d970337634a
businesstobusi interact issu and enabl technolog,"brahim medjahed, boualem benatallah, athman bouguettaya, anne h. h. ngu, ahmed k. elmagarmid",2003,vldb j,53e9be3cb7602d9704afa2b1
algorithm and applic for answer rank queri use rank view,"vagelis hristidis, yannis papakonstantinou",2004,vldb j,53e9ac33b7602d97035f69c9
support effici multimedia databas explor,"wen-syan li, k. selçuk candan, kyoji hirata, yoshinori hara",2001,vldb j,53e9b4c4b7602d9703fe20a1
estim page fetch for index scan with finit lru buffer,"arun n. swami, k. bernhard schiefer",1995,vldb j,53e9bdfdb7602d9704ab1ded
thémis a databas program languag handl integr constraint,"véronique benzaken, anne doucet",1995,vldb j,53e9b7adb7602d970435685a
guest editori,malcolm p. atkinson,2000,vldb j,53e99796b7602d9701f5cf1c
opt an objectori implement for extens databas queri optim,"navin kabra, david j. dewitt",1999,vldb j,53e99d5db7602d97026181bb
minicon a scalabl algorithm for answer queri use view,"rachel pottinger, alon y. halevy",2001,vldb j,53e9b746b7602d97042df7fb
locat and access data repositori with websemant,"george a. mihaila, louiqa raschid, anthony tomasic",2002,vldb j,53e9ad9eb7602d970379a5e1
titl prefac to the special issu on persist object system,unamed,1995,vldb j,53e9a4aab7602d9702dcb6d0
a formal perspect on the view select problem,"rada chirkova, alon y. halevy, dan suciu",2002,vldb j,53e9af33b7602d970396e8cc
instancebas attribut identif in databas integr,"cecil chua eng huang, roger h. l. chiang, ee-peng lim",2003,vldb j,53e9b145b7602d9703bc7e2b
concurr control in hierarch multidatabas system,"sharad mehrotra, henry f. korth, abraham silberschatz",1997,vldb j,53e9a464b7602d9702d8283f
use extend featur object for partial similar retriev,"stefan berchtold, daniel a. keim, hans-peter kriegel",1997,vldb j,53e9aadfb7602d9703461883
adapt pointer swizzl strategi in object base design realize and quantit analysi,"alfons kemper, donald kossmann",1995,vldb j,53e9b532b7602d97040682ab
algebra queri optimis for databas program languag,"alexandra poulovassilis, carol small",1996,vldb j,53e9b43db7602d9703f39c44
a taxonomi of correct criteria in databas applic,"krithi ramamritham, panos k. chrysanthis",1996,vldb j,53e9b4e9b7602d97040135c4
an experiment system for objectbas share in feder databas,"doug fang, shahram ghandeharizadeh",1996,vldb j,53e9b010b7602d9703a68f1b
guest editori,"vijay atluri, anupam joshi, yelena yesha",2003,vldb j,53e99796b7602d9701f5cf1b
a complet tempor relat algebra,"debabrata dey, terence m. barron, veda c. storey",1996,vldb j,53e9ab13b7602d9703499708
find hot queri pattern over an xqueri stream,"liang huai yang, mong-li lee, wynne hsu",2004,vldb j,53e9bbc8b7602d9704814149
queri process techniqu for array,"arunprasad p. marathe, kenneth salem",2002,vldb j,53e9ad04b7602d97036e13e5
parametr queri optim,"yannis e. ioannidis, raymond t. ng, kyuseok shim, timos k. sellis",1997,vldb j,53e99832b7602d970205616b
guest editori,"philip a. bernstein, yannis e. ioannidis, raghu ramakrishnan",2003,vldb j,53e99796b7602d9701f5cf1d
monoton complement for independ data warehous,"dominique laurent, jens lechtenbörger, nicolas spyratos, gottfried vossen",2001,vldb j,53e9a487b7602d9702da4e51
structur document storag and refin declar and navig access mechan in hyperstorm,"klemens böhm, karl aberer, erich j. neuhold, xiaoya yang",1997,vldb j,53e9b8dab7602d97044bba1a
guest editori databas and the web,"paolo atzeni, alberto o. mendelzon",2000,vldb j,53e9bc2db7602d970489c13e
anatomi of a nativ xml base manag system,"thorsten fiebig, sven helmer, carl-christian kanne, guido moerkotte, julia neumann, robert schiele, till westmann",2002,vldb j,53e9a6fdb7602d9703033ff0
alphasort a cachesensit parallel extern sort,"chris nyberg, tom barclay, zarka cvetanovic, jim gray, david b. lomet",1995,vldb j,53e99d21b7602d97025d7605
combin multivisu featur for effici index in a larg imag databas,"anne h. h. ngu, quan z. sheng, du q. huynh, ron lei",2001,vldb j,53e9bad7b7602d9704705e73
adapt unsupervis stream mine,"spiros papadimitriou, anthony brockwell, christos faloutsos",2004,vldb j,53e99a52b7602d97022ba714
an author system for digit librari,"elena ferrari, nabil r. adam, vijayalakshmi atluri, elisa bertino, ugo capuozzo",2002,vldb j,53e9a2bab7602d9702bc3434
advanc data process in krisi model concept implement techniqu and clientserv issu,"stefan deßloch, theo härder, nelson mendonça mattos, bernhard mitschang, joachim thomas",1998,vldb j,53e9a16ab7602d9702a5cda1
approxim queri map account for translat close,"kevin chen-chuan chang, hector garcia-molina",2001,vldb j,53e9b360b7602d9703e3e098
approxim similar retriev with mtree,"pavel zezula, pasquale savino, giuseppe amato, fausto rabitti",1998,vldb j,53e9ba59b7602d970467521b
timber a nativ xml databas,"h. v. jagadish, shurug al-khalifa, adriane chapman, laks v. s. lakshmanan, andrew nierman, stelios paparizos, jignesh m. patel, divesh srivastava, nuwee wiwatwattana, yuqing wu, cong yu",2002,vldb j,53e9b58eb7602d97040d3ec2
index nest an effici approach to index in objectori databas,"beng chin ooi, jiawei han, hongjun lu, kian-lee tan",1996,vldb j,53e9b5ceb7602d9704119167
fibonacci a program languag for object databas,"antonio albano, giorgio ghelli, renzo orsini",1995,vldb j,53e9a381b7602d9702c91d3e
titl foreword vldb journal to be publish electron index vol 4,unamed,1995,vldb j,53e9a171b7602d9702a62efb
updat knowledg base while maintain their consist,"ernest teniente, antoni olivé",1995,vldb j,53e9ae1cb7602d97038308cd
compos web servic on the semant web,"brahim medjahed, athman bouguettaya, ahmed k. elmagarmid",2003,vldb j,53e9af2db7602d9703969dc1
amit the situat manag,"asaf adi, opher etzion",2004,vldb j,53e99a52b7602d97022bb7da
