paper_title,author_names,year,publication_venue,index
samplingba estim of the number of distinct valu of an attribut,"peter j. haas, jeffrey f. naughton, s. seshadri, lynne stokes",1995,vldb,53e99fd0b7602d97028a969e
a shrinkingba approach for multidimens data analysi,"yong shi, yuqing song, aidong zhang",2003,vldb,53e9af07b7602d970393f7f4
busi model use sql spreadsheet,"andrew witkowski, srikanth bellamkonda, tolga bozkaya, nathan folkert, abhinav gupta, lei sheng, sankar subramanian",2003,vldb,53e9aa9cb7602d9703413318
a depend benchmark for oltp applic environ,"marco vieira, henrique madeira",2003,vldb,53e9aa02b7602d970336e21f
tavant system architectur for sellsid channel manag,"srinivasa narayanan, subbu n. subramanian",2001,vldb,53e9aaa3b7602d970341d97f
irisnet an architectur for internetsc sen servic,"suman nath, amol deshpande, yan ke, phillip b. gibbons, brad karp, srinivasan seshan",2003,vldb,53e99c52b7602d9702500576
rrxf redund reduc xml storag in relat,"yi chen 0001, susan b. davidson, carmem s. hara, yifeng zheng",2003,vldb,53e9b062b7602d9703ac93d8
flexibl and scalabl digit librari search,"henk ernst blok, menzo windhouwer, roelof van zwol, milan petkovic, peter m. g. apers, martin l. kersten, willem jonker",2001,vldb,53e9aabdb7602d970343a6d2
the xps approach to load and unload terabyt databa,sanket atal,1996,vldb,53e9aa50b7602d97033c12f9
improv perform with bulkinsert in oracl rtree,"ning an, kothuri venkata ravi kanth, siva ravada",2003,vldb,53e9bb9ab7602d97047e2ba2
provid databa migrat tool a practicion approach,andreas meier,1995,vldb,53e9a699b7602d9702fcbde8
effici snapshot differenti algorithm for data wareh,"wilburt labio, hector garcia-molina",1996,vldb,53e9b6bfb7602d970424472d
effici process of express nodeselect queri on xml data in secondari storag a tree automataba approach,christoph koch,2003,vldb,53e9b4eeb7602d97040169ec
queri xml view of relat data,"jayavel shanmugasundaram, jerry kiernan, eugene j. shekita, catalina fan, john e. funderburk",2001,vldb,53e9b043b7602d9703aa51b4
the challeng of process data wareh,"matthias jarke, thomas list, jörg köller",2000,vldb,53e9b381b7602d9703e63526
support topk join queri in relat databa,"ihab f. ilyas, walid g. aref, ahmed k. elmagarmid",2003,vldb,53e9afcdb7602d9703a21cb7
a 2020 vision of the vldb2020,"s. misbah deen, anant jhingran, shamkant b. navathe, erich j. neuhold, gio wiederhold",2000,vldb,53e9a7a6b7602d97030e3e96
queri a multilevel databa a logic analysi,frédéric cuppens,1996,vldb,53e9a32eb7602d9702c37222
effici index structur for string databa,"tamer kahveci, ambuj k. singh",2001,vldb,53e99960b7602d97021a0c4c
general search tree for databa system,"joseph m. hellerstein, jeffrey f. naughton, avi pfeffer",1995,vldb,53e99c19b7602d97024c3b5c
dtls dataspot databa explor use plain languag,"shaul dar, gadi entin, shai geva, eran palmon",1998,vldb,53e9bc80b7602d970490276f
xquec push queri to compress xml data,"andrei arion, angela bonifati, gianni costa, sandra d'aguanno, ioana manolescu, andrea pugliese",2003,vldb,53e9a576b7602d9702e9c502
databa tune principl experi and troubleshoot techniqu,"dennis shasha, philippe bonnet",2002,vldb,53e9a9a2b7602d97032fefe9
phrase match in xml,"sihem amer-yahia, mary f. fernández, divesh srivastava, yu xu",2003,vldb,53e99b36b7602d97023d297b
xmark a benchmark for xml data manag,"albrecht schmidt 0002, florian waas, martin l. kersten, michael j. carey, ioana manolescu, ralph busse",2002,vldb,53e99f0ab7602d97027da91e
aida an adapt immer data analyz,"mehdi sharifzadeh, cyrus shahabi, bahareh navai, farid parvini, albert a. rizzo",2004,vldb,53e9a1c3b7602d9702abbece
evalu function join along nest refer set in objectrel and objectori databa,"reinhard braumandl, jens claußen, alfons kemper",1998,vldb,53e9a301b7602d9702c0c4cc
physic data independ constraint and optim with univ plan,"alin deutsch, lucian popa, val tannen",1999,vldb,53e9af99b7602d97039e5318
effici test of high perform transact process system,"d. wildfogel, ramana yerneni",1997,vldb,53e9a8cdb7602d970321fa81
the oracl univ server buffer,"william bridge, ashok joshi, m. keihl, tirthankar lahiri, juan loaiza, n. macnaughton",1997,vldb,53e9b57cb7602d97040be738
exploit version for handl updat in broadcast disk,"evaggelia pitoura, panos k. chrysanthis",1999,vldb,53e9a0a6b7602d97029901cd
quotient cube how to summar the semant of a data cube,"laks v. s. lakshmanan, jian pei, jiawei han",2002,vldb,53e9be50b7602d9704b0d16a
os support for vldbs unix enhanc for the teradata data base,"john catozzi, sorana rabinovici",1995,vldb,53e9b46fb7602d9703f70f15
chipsecur data access confidenti data on untrust server,"luc bouganim, philippe pucheral",2002,vldb,53e99b94b7602d9702439f10
qualitydriven integr of heterogen inform system,"felix naumann, ulf leser, johann christoph freytag",1999,vldb,53e9b564b7602d970409cc59
in cyber space no one can hear you scream,chris pound,1999,vldb,53e99df7b7602d97026b7679
clotho decoupl memori page layout from storag organ,"minglong shao, jiri schindler, steven w. schlosser, anastassia ailamaki, gregory r. ganger",2004,vldb,53e9ae05b7602d97038138b6
view in a larg scale xml repositori,"sophie cluet, pierangelo veltri, dan vodislav",2001,vldb,53e9b884b7602d9704456ace
data bubbl for nonvector data speedingup hierarch cluster in arbitrari metric space,"jianjun zhou, jörg sander",2003,vldb,53e9aa2bb7602d9703397ef0
the 3w model and algebra for unifi data mine,"theodore johnson, laks v. s. lakshmanan, raymond t. ng",2000,vldb,53e9a0e6b7602d97029d2721
merg model base on given correspond,"rachel pottinger, philip a. bernstein",2003,vldb,53e9a8eab7602d97032392e8
viztr a tool for visual mine and monitor massiv time seri databa,"jessica lin 0001, eamonn j. keogh, stefano lonardi, jeffrey p. lankford, donna m. nystrom",2004,vldb,53e9bd54b7602d97049e87d7
effici mine of xml queri pattern for cach,"liang huai yang, mong-li lee, wynne hsu",2003,vldb,53e9b607b7602d970415f830
db2 design advisor integr automat physic databa design,"daniel c. zilio, jun rao, sam lightstone, guy m. lohman, adam j. storm, christian garcia-arellano, scott fadden",2004,vldb,53e9ae49b7602d9703860085
find intens knowledg of distanceba outlier,"edwin m. knorr, raymond t. ng",1999,vldb,53e99bc6b7602d97024712de
contrast plot and psphere tree space vs time in nearest neighbour search,"jonathan goldstein, raghu ramakrishnan",2000,vldb,53e9b8c1b7602d97044a20ba
roadrunn toward automat data extract from larg web site,"valter crescenzi, giansalvatore mecca, paolo merialdo",2001,vldb,53e9a089b7602d970296f76e
webfilt a highthroughput xmlbase publish and subscrib system,"joão pereira, françoise fabret, hans-arno jacobsen, françois llirbat, dennis shasha",2001,vldb,53e9a194b7602d9702a87174
disnicplan a nicnet base distribut databa for microlevel plan in india,m. moni,1996,vldb,53e9bc0ab7602d970486e828
effici filter of xml document for select dissemin of inform,"mehmet altinel, michael j. franklin",2000,vldb,53e9a351b7602d9702c5e241
rox relat over xml,"alan halverson, vanja josifovski, guy m. lohman, hamid pirahesh, mathias mörschel",2004,vldb,53e99b10b7602d970239f58f
commerci use of databa technolog,harald schöning,2003,vldb,53e9ac6fb7602d970363f75f
legodb custom relat storag for xml document,"philip bohannon, juliana freire, jayant r. haritsa, maya ramanath, prasan roy, jérôme siméon",2002,vldb,53e99e1ab7602d97026dd7ff
data rout rather than databa the mean of the next wave of the web revolut to data manag,adam bosworth,2002,vldb,53e9a848b7602d97031940b0
the semant web pave the way to the knowledg societi,pierre-paul sondag,2001,vldb,53e9aff5b7602d9703a4cdbd
highdimens olap a minim cube approach,"xiaolei li, jiawei han, hector gonzalez",2004,vldb,53e9a0eeb7602d97029d75d6
implement and analysi of a parallel collect queri languag,dan suciu,1996,vldb,53e9a089b7602d970296fc90
efficaci data cube explor by semant summar and compress,"laks v. s. lakshmanan, jian pei, yan zhao",2003,vldb,53e9adc8b7602d97037d1690
hosmin a system for detect out subspac of highdimens data,"ji zhang, meng lou, tok wang ling, hai h. wang",2004,vldb,53e99f57b7602d9702828e37
spatiotempor retriev with rasdaman,"peter baumann, andreas dehmel, paula furtado, roland ritsch, norbert widmann",1999,vldb,53e9b54fb7602d9704085737
industri panel on data wareh technolog experi challeng and direct,umeshwar dayal,1999,vldb,53e9acf0b7602d97036cda05
tempor slice in the evalu of xml queri,"dengfeng gao, richard t. snodgrass",2003,vldb,53e9b443b7602d9703f3e6ee
picodmb scale down databa techniqu for the smartcard,"christophe bobineau, luc bouganim, philippe pucheral, patrick valduriez",2000,vldb,53e9abdab7602d9703592e01
memori requir for queri execut in high constrain devic,"nicolas anciaux, luc bouganim, philippe pucheral",2003,vldb,53e9adaab7602d97037a8db4
procedur in objectori queri languag,"kazimierz subieta, yahiko kambayashi, jacek leszczylowski",1995,vldb,53e9a0d8b7602d97029c0859
captur global transact from multipl recoveri log file in a partit databa system,"chengfei liu, bruce g. lindsay 0001, serge bourbonnais, elizabeth hamel, tuong c. truong, jens stankiewitz",2003,vldb,53e9b72cb7602d97042c408e
vision paper enabl privaci for the paranoid,"gagan aggarwal, mayank bawa, prasanna ganesan, hector garcia-molina, krishnaram kenthapadi, nina mishra, rajeev motwani, utkarsh srivastava, dilys thomas, jennifer widom, ying xu 0002",2004,vldb,53e9a525b7602d9702e49109
deci tabl scalabl classif explor rdbms capabl,"hongjun lu, hongyan liu",2000,vldb,53e9abd4b7602d970358c7d2
report on the 2001 sigmod and pod award,philip a. bernstein,2001,sigmod record,53e9a5a8b7602d9702ed28ff
design issu and challeng for rdf and schemaba peertop system,"wolfgang nejdl, wolf siberski, michael sintek",2003,sigmod record,53e9b152b7602d9703bd5308
editor note,michael j. franklin,1999,sigmod record,53e99800b7602d970200b5fd
virtual databa technolog,"ashish gupta 0001, venky harinarayan, anand rajaraman",1997,sigmod record,53e9984bb7602d970207db5a
peertop har the power of disrupt technolog,mario a. nascimento,2003,sigmod record,53e9a8beb7602d970320c8eb
middl east technic univ softwar research and develop center,asuman dogac,1996,sigmod record,53e99e04b7602d97026c5788
in memori of gísli r hjaltason,björn þór jónsson,2003,sigmod record,53e9bac1b7602d97046ee998
tcpd the challeng issu and result,ramesh bhashyam,1996,sigmod record,53e9af81b7602d97039c4d92
suppli chain infrastructur system integr and inform share,"michael o. ball, meng ma, louiqa raschid, zhengying zhao",2002,sigmod record,53e9a0eeb7602d97029d912e
provi of market servic for eco compliant electron market place,"sena nural arpinar, asuman dogac",2000,sigmod record,53e9bd87b7602d9704a2b576
mine email content for author identif foren,"olivier y. de vel, alison anderson, malcolm corney, george m. mohay",2001,sigmod record,53e9bdfdb7602d9704aad9fa
a studi on the manag of semant transact for effici data retriev,"shi-ming huang, irene s. y. kwan, chih-he li",2002,sigmod record,53e9a317b7602d9702c2285c
whi i like work in academia,richard t. snodgrass,2002,sigmod record,53e9a9b7b7602d9703314db9
integr of biolog sourc current system and challeng ahead,"thomas hernandez, subbarao kambhampati",2004,sigmod record,53e9b79fb7602d97043462ac
report on the 2004 sigmod confer,"gerhard weikum, patrick valduriez",2004,sigmod record,53e9aa95b7602d970340f609
editor note,ling liu,2002,sigmod record,53e99800b7602d970200b603
a multiparadigm queri approach for a generic multimedia databa manag system,"ji-rong wen, qing li, wei-ying ma, hongjiang zhang",2003,sigmod record,53e9bd64b7602d9704a02153
chair messag,richard t. snodgrass,1997,sigmod record,53e99809b7602d970201f94d
highconcurr lock in rtree,"marcel kornacker, douglas banks",1995,vldb,53e9a326b7602d9702c31476
dynam load balanc in hierarch parallel databa system,"luc bouganim, daniela florescu, patrick valduriez",1996,vldb,53e9af47b7602d9703988998
distribut hypertext resourc discoveri through exampl,"soumen chakrabarti, martin van den berg, byron dom",1999,vldb,53e9b564b7602d970409b6d7
aqueri queri languag for order data optim techniqu and experi,"alberto lerner, dennis shasha",2003,vldb,53e997e4b7602d9701fdbae1
statist synop for graphstructur xml databa,"neoklis polyzotis, minos n. garofalakis",2002,sigmod confer,53e99fc9b7602d97028a38ae
mainten of automat summari tabl,"wolfgang lehner, richard sidle, hamid pirahesh, roberta cochrane",2000,sigmod confer,53e9b049b7602d9703aab656
web cach for databa applic with oracl web cach,"jesse anton, lawrence jacobs, xiang liu, jordan parker, zheng zeng, tie zhong",2002,sigmod confer,53e9bd1eb7602d97049a97eb
the data that you wont find in databa tutori panel on data exchang format,"peter buneman, david maier",1995,sigmod confer,53e9b5a2b7602d97040ea267
enhanc hypertext categor use hyperlink,"soumen chakrabarti, byron dom, piotr indyk",1998,sigmod confer,53e9a894b7602d97031e356c
dkindex an adapt structur summari for graphstructur data,"chen qun, andrew lim, kian win ong",2003,sigmod confer,53e9b1c3b7602d9703c53a60
honey i shrunk the dbms footprint mobil and beyond panel,praveen seshadri,1999,sigmod confer,53e9990db7602d9702148696
gangam a solut to support multipl data model their map and mainten,"kajal t. claypool, elke a. rundensteiner, xin zhang 0002, hong su, harumi a. kuno, wang-chien lee, gail mitchell",2001,sigmod confer,53e9a824b7602d970316ca62
extract structur data from web page,"arvind arasu, hector garcia-molina",2003,sigmod confer,53e99f11b7602d97027deea2
holist udaf at stream speed,"graham cormode, theodore johnson, flip korn, s. muthukrishnan, oliver spatscheck, divesh srivastava",2004,sigmod confer,53e9a91ab7602d970326be48
support for relax currenc and consist constraint in mtcach,"hongfei guo, per-åke larson, raghu ramakrishnan, jonathan goldstein",2004,sigmod confer,53e99fd0b7602d97028aed9b
soundcompass a practic querybyhum system,"naoko kosugi, yasushi sakurai, masashi morimoto",2004,sigmod confer,53e9a789b7602d97030c3360
blas an effici xpath process system,"yi chen 0001, susan b. davidson, yifeng zheng",2004,sigmod confer,53e9b923b7602d970450eb39
compress histor inform in sensor network,"antonios deligiannakis, yannis kotidis, nick roussopoulos",2004,sigmod confer,53e9a675b7602d9702fa8dac
lazi queri evalu for activ xml,"serge abiteboul, omar benjelloun, bogdan cautis, ioana manolescu, tova milo, nicoleta preda",2004,sigmod confer,53e99a35b7602d97022963e6
dynam xml document with distribut and replic,"serge abiteboul, angela bonifati, gregory cobena, ioana manolescu, tova milo",2003,sigmod confer,53e9b8ccb7602d97044aba70
a comprehen xqueri to sql translat use dynam interv encod,"david dehaan, david toman, mariano p. consens, m. tamer özsu",2003,sigmod confer,53e9acd3b7602d97036b13fd
queri optim at the crossroad panel,surajit chaudhuri,1997,sigmod confer,53e9b550b7602d9704086a53
toxgen a templateba data generat for xml,"denilson barbosa, alberto o. mendelzon, john keenleyside, kelly a. lyons",2002,sigmod confer,53e9bb23b7602d970475d139
databa tune principl experi and troubleshoot techniqu part i,"dennis shasha, philippe bonnet",2002,sigmod confer,53e9be4ab7602d9704b05415
oracl rac architectur and perform,angelo pruscino,2003,sigmod confer,53e9aeddb7602d970390946d
onlin queri process,"peter j. haas, joseph m. hellerstein",2001,sigmod confer,53e9983db7602d9702063c27
develop a high traffic readon web site,"john nauman, ray suorsa",1998,sigmod confer,53e9b290b7602d9703d35bc3
flowback provid backward recoveri for workflow system,"bartek kiepuszewski, ralf mühlberger, maria e. orlowska",1998,sigmod confer,53e99c12b7602d97024c0b38
tool for design of composit web servic,"richard hull, jianwen su",2004,sigmod confer,53e9ba6ab7602d970468d643
store and queri order xml use a relat databa system,"igor tatarinov, stratis viglas, kevin s. beyer, jayavel shanmugasundaram, eugene j. shekita, chun zhang",2002,sigmod confer,53e9a3c7b7602d9702cd90f5
irisnet internetsc resourceinten sensor servic,"amol deshpande, suman nath, phillip b. gibbons, srinivasan seshan",2003,sigmod confer,53e9aeeab7602d970391410b
estim progress of long run sql queri,"surajit chaudhuri, vivek r. narasayya, ravishankar ramamurthy",2004,sigmod confer,53e9b84ab7602d970440e66e
sina scalabl increment process of continu queri in spatiotempor databa,"mohamed f. mokbel, xiaopeng xiong, walid g. aref",2004,sigmod confer,53e99cc9b7602d970257be45
queri structur text in an xml databa,"shurug al-khalifa, cong yu, h. v. jagadish",2003,sigmod confer,53e9b160b7602d9703be66bc
a databa approach to qualiti of servic specif in video databa,"elisa bertino, ahmed k. elmagarmid, mohand-said hacid",2003,sigmod record,53e9bc9db7602d9704919f89
an ultra high avail dbms,"svein-olaf hvasshovd, svein erik bratsberg, øystein torbjørnsen",2000,vldb,53e9ab64b7602d97034fd41b
cach coher in oracl parallel server,boris klots,1996,vldb,53e9a46ab7602d9702d8625e
resourc schedul for composit multimedia object,"minos n. garofalakis, yannis e. ioannidis, banu özden",1998,vldb,53e9985fb7602d9702096b4f
use version in updat transact applic to integr check,"françois llirbat, eric simon, dimitri tombroff",1997,vldb,53e9bb8cb7602d97047d0475
increment organ for data record and wareh,"h. v. jagadish, p. p. s. narayan, s. seshadri, s. sudarshan 0001, rama kanneganti",1997,vldb,53e9ad72b7602d970375ed6d
integr inform for on demand comput,nelson mendonça mattos,2003,vldb,53e9bcefb7602d9704975d7f
gpx interact mine of gene express data,"daxin jiang, jian pei, aidong zhang",2004,vldb,53e9ae22b7602d97038361b6
privacyenhanc data manag for nextgen ecommerc,"chris clifton, irini fundulaki, richard hull, bharat kumar, daniel f. lieuwen, arnaud sahuguet",2003,vldb,53e9b802b7602d97043b82e0
rever knn search in arbitrari dimens,"yufei tao, dimitris papadias, xiang lian",2004,vldb,53e9a9beb7602d970331dd27
chipsecur data access reconcil access right with data encrypt,"luc bouganim, françois dang ngoc, philippe pucheral, lilan wu",2003,vldb,53e9a52cb7602d9702e4eaeb
model skew distribut use multifract and the 8020 law,"christos faloutsos, yossi matias, abraham silberschatz",1996,vldb,53e9b98ab7602d970457bd03
on effici implement schemasql on an sql databa system,"laks v. s. lakshmanan, fereidoon sadri, subbu n. subramanian",1999,vldb,53e9bd38b7602d97049c42b1
panel is generic metadata manag feasibl,"philip a. bernstein, laura m. haas, matthias jarke, erhard rahm, gio wiederhold",2000,vldb,53e9a058b7602d970293c070
a perform studi of workfil disk manag for concurr mergesort in a multiprocessor databa system,"kun-lung wu, philip s. yu, jen-yao chung, james z. teng",1995,vldb,53e9b40eb7602d9703f04482
dms a parallel data mine server,felicity a. w. george,1998,vldb,53e9af68b7602d97039adb00
dont scrap it wrap it a wrapper architectur for legaci data sourc,"mary tork roth, peter m. schwarz",1997,vldb,53e9afb3b7602d97039ff677
topaz a costba ruledriven multipha parallel,"clara nippl, bernhard mitschang",1998,vldb,53e9a9f7b7602d970335ee05
syba iq multiplex design for analyt,"roger macnicol, blaine french",2004,vldb,53e9b634b7602d9704191ccd
start and sometim end a databa compani,jack a. orenstein,1998,vldb,53e9a635b7602d9702f61c6d
databa decentr a practic approach,"tor didriksen, césar a. galindo-legaria, eirik dahle",1995,vldb,53e9aeebb7602d970391916a
algorithm for materi view design in data wareh environ,"jian yang, kamalakar karlapalem, qing li",1997,vldb,53e9a381b7602d9702c92d6e
the doubl life of the transact abstract fundament principl and evolv system concept,henry f. korth,1995,vldb,53e9a749b7602d9703081985
schemadriven custom of web servic,"serge abiteboul, bernd amann, jérôme baumgarten, omar benjelloun, frederic dang ngoc, tova milo",2003,vldb,53e9a1fab7602d9702afc679
structur function inlin techniqu for structur recur xml queri,"chang-won park, jun-ki min, chin-wan chung",2002,vldb,53e9bb4bb7602d97047886bd
svt schema valid tool for microsoft sqlserver,"ernest teniente, carles farré, toni urpí, carlos beltrán, david gañán",2004,vldb,53e9adffb7602d9703807c1b
epiphani epic technolog overview,sridhar ramaswamy,2000,vldb,53e9a86fb7602d97031ba896
a logic framework for schedul workflow under resourc alloc constraint,"pinar senkul, michael kifer, ismail hakki toroslu",2002,vldb,53e9b0dfb7602d9703b5cb15
use probabilist inform in data integr,"daniela florescu, daphne koller, alon y. levy",1997,vldb,53e9b9dab7602d97045d3160
rtree base index of nowrel bitempor data,"rasa bliujute, christian s. jensen, simonas saltenis, giedrius slivinskas",1998,vldb,53e9b746b7602d97042e000e
refer an open framework for practic test of recommend system use researchindex,"dan cosley, steve lawrence, david m. pennock",2002,vldb,53e9a767b7602d97030a3080
a raster approxim for process of spatial join,"geraldo zimbrao, jano moreira de souza",1998,vldb,53e9b12ab7602d9703bacfb7
match databa access pattern to storag characterist,jiri schindler,2003,vldb phd workshop,53e9a50fb7602d9702e3050d
materi view select for multidimens dataset,"amit shukla, prasad deshpande, jeffrey f. naughton",1998,vldb,53e9a4b8b7602d9702dd5e3b
an evalu of generic bulk load techniqu,"jochen van den bercken, bernhard seeger",2001,vldb,53e9b885b7602d9704459d5f
a compar studi of altern middl tier cach solut to support dynam web content accel,"anindya datta, kaushik dutta, helen m. thomas, debra e. vandermeer, krithi ramamritham, dan fishman",2001,vldb,53e9b867b7602d97044340d8
answer queri with aggreg use view,"divesh srivastava, shaul dar, h. v. jagadish, alon y. levy",1996,vldb,53e9990db7602d970214d36a
biodiv informat the challeng of rapid develop larg databa and complex data keynot,"meridith a. lane, james l. edwards, ebbe nielsen",2000,vldb,53e9a051b7602d970293978d
streammin a classifi ensembleba engin to mine conceptdrift data stream,wei fan,2004,vldb,53e9b52db7602d970406711c
larg databa for remot sen and gis,a. r. dasgupta,1996,vldb,53e9a7bab7602d97030f60ad
a practic and modular implement of extend transact model,"roger s. barga, calton pu",1995,vldb,53e9aa32b7602d97033a1147
stairca join teach a relat dbms to watch it axi step,"torsten grust, maurice van keulen, jens teubner",2003,vldb,53e9a13fb7602d9702a33280
build lightweight wrapper for legaci web datasourc use w4f,"arnaud sahuguet, fabien azavant",1999,vldb,53e9ba70b7602d97046950d3
publishsubscrib on the web at extrem speed,"joão pereira, françoise fabret, françois llirbat, radu preotiuc-pietro, kenneth a. ross, dennis shasha",2000,vldb,53e9bb0fb7602d97047483c7
anipqo almost nonintrus parametr queri optim for nonlinear cost function,"arvind hulgeri, s. sudarshan 0001",2003,vldb,53e9986eb7602d97020ac05e
koda the architectur and interfac of a data model independ kernel,"gopalan arun, ashok joshi",1998,vldb,53e9b9adb7602d970459fb53
quiet continu querydriven index tune,"kai-uwe sattler, ingolf geist, eike schallehn",2003,vldb,53e9bb3db7602d9704779b65
the chang landscap of the softwar industri and it implic for india,umang gupta,1996,vldb,53e9a658b7602d9702f8c37c
protdb probabilist data in xml,"andrew nierman, h. v. jagadish",2002,vldb,53e9aed1b7602d97038fa413
the datacentr revolut in network,scott shenker,2003,vldb,53e9b19cb7602d9703c2527c
effici approxim of optim queri under parametr aggreg constraint,"sudipto guha, dimitrios gunopulos, nick koudas, divesh srivastava, michail vlachos",2003,vldb,53e9b641b7602d970419d437
novel approach in queri process for move object trajectori,"dieter pfoser, christian s. jensen, yannis theodoridis",2000,vldb,53e9b607b7602d970415bd12
wireless graffiti data data everywh matter,"tomasz imielinski, b. r. badrinath",2002,vldb,53e99beab7602d9702493846
avoid order and group in queri process,"xiaoyu wang, mitch cherniack",2003,vldb,53e9b929b7602d970451535e
wic a generalpurpo algorithm for monitor web inform sourc,"sandeep pandey, kedar dhamdhere, christopher olston",2004,vldb,53e9b0c2b7602d9703b34a47
nestream queri nest stream,"damianos chatziantoniou, achilleas anagnostopoulos",2004,sigmod record,53e99a78b7602d97022e901f
optim of data stream process,"janusz r. getta, ehsan vossough",2004,sigmod record,53e9aeebb7602d9703917def
digit librari servic in mobil comput,"bharat k. bhargava, melliyal annamalai, evaggelia pitoura",1995,sigmod record,53e9b2f9b7602d9703db8ef9
inform rule,dale a. stirling,2003,sigmod record,53e997b9b7602d9701f9d978
semistructur und structur data in the web go back and forth,"paolo atzeni, giansalvatore mecca, paolo merialdo",1997,sigmod record,53e9a36db7602d9702c77750
semant integr of semistructur and structur data sourc,"sonia bergamaschi, silvana castano, maurizio vincini",1999,sigmod record,53e9b40eb7602d9703f006b9
editor note,ling liu,2002,sigmod record,53e99800b7602d970200b603
editor note,michael j. franklin,1998,sigmod record,53e99800b7602d970200b5fd
foundat of statist natur languag process book review,gerhard weikum,2002,sigmod record,53e9bd1db7602d97049a50d0
sql 1999 former known as sql 3,"andrew eisenberg, jim melton",1999,sigmod record,53e9a480b7602d9702d9b138
the p oper discov and rank associ on the semant web,"kemafor anyanwu, amit p. sheth",2002,sigmod record,53e99a3cb7602d9702299fe9
fintim a financ time seri benchmark,"kaippallimalil j. jacob, dennis shasha",1999,sigmod record,53e9aa2cb7602d970339bf14
workshop report on experi use object data manag in the realworld,akmal b. chaudhri,1998,sigmod record,53e99d58b7602d9702613e02
the asilomar report on databa research,"philip a. bernstein, michael l. brodie, stefano ceri, david j. dewitt, michael j. franklin, hector garcia-molina, jim gray, gerald held, joseph m. hellerstein, h. v. jagadish, michael lesk, david maier, jeffrey f. naughton, hamid pirahesh, michael stonebraker, jeffrey d. ullman",1998,sigmod record,53e9afeeb7602d9703a429c6
toward onlin analyt mine in larg databa,jiawei han,1998,sigmod record,53e9a52cb7602d9702e5083b
editor note,ling liu,2003,sigmod record,53e99800b7602d970200b604
reconsid multidimens schema,tim martyn,2004,sigmod record,53e99afeb7602d970238d25a
chair messag,richard t. snodgrass,1998,sigmod record,53e99809b7602d970201f8e3
report on the 24th european colloquium on inform retriev research,"fabio crestani, mark girolami",2002,sigmod record,53e9a7c1b7602d9703101656
paramet complex for the databa theorist,martin grohe,2002,sigmod record,53e9a31eb7602d9702c266ab
editor note,michael j. franklin,1998,sigmod record,53e99800b7602d970200b5fd
edbt04 workshop on databa technolog for handl xml inform on the web,"marco mesiti, barbara catania, giovanna guerrini, akmal b. chaudhri",2004,sigmod record,53e9b2dbb7602d9703d91bc7
predat a resourc for databa research,praveen seshadri,1998,sigmod record,53e9a699b7602d9702fcd165
reason on regular path queri,"diego calvanese, giuseppe de giacomo, maurizio lenzerini, moshe y. vardi",2003,sigmod record,53e9ad68b7602d970374f0fd
editor note,ling liu,2003,sigmod record,53e99800b7602d970200b60a
databa research at the univ of oklahoma,"le gruenwald, leonard brown, ravi a. dirckze, sylvain guinepain, carlos sánchez, brian summers, sirirut vanichayobon",1999,sigmod record,53e9aa66b7602d97033d942d
call for paper and announc,unamed,1995,sigmod record,53e9ac28b7602d97035ed764
editor note,michael j. franklin,1998,sigmod record,53e99800b7602d970200b5fd
a conceptu architectur for semant web enabl web servic,"christoph bussler, dieter fensel, alexander maedche",2002,sigmod record,53e99d96b7602d9702655648
research issu in feder databa system report of efdb 97 workshop,"stefan conrad, barry eaglestone, wilhelm hasselbring, mark roantree, fèlix saltor, martin schönhoff, markus strässler, mark w. w. vermeer",1997,sigmod record,53e9b33db7602d9703e0f3ee
firstclass view a key to userc comput,"arnon rosenthal, edward sciore",1999,sigmod record,53e9a61fb7602d9702f4b489
bluetoothba sensor network,"philippe bonnet, allan beaufour, mads bondo dydensborg, martin leopold",2003,sigmod record,53e99a0eb7602d970225f6a1
the databa group at nation technic univ of athen ntua,"timos k. sellis, yannis vassiliou",1995,sigmod record,53e9adcdb7602d97037d291a
the fiveminut rule ten year later and other comput storag rule of thumb,"jim gray, goetz graefe",1997,sigmod record,53e9a67cb7602d9702fae348
chang to the acm tod editori board,richard t. snodgrass,2004,sigmod record,53e9a38fb7602d9702ca038a
support global user profil through trust author,ibrahim cingil,2002,sigmod record,53e9b388b7602d9703e6a0ee
inform integr on the web a view from ai and databa report on iiweb03,"subbarao kambhampati, craig a. knoblock",2003,sigmod record,53e9b587b7602d97040c8e5d
agentori softwar engin report on the 4th ao workshop ao 2003,paolo giorgini,2003,sigmod record,53e9b550b7602d970408b42c
repositori and object orient databa,philip a. bernstein,1998,sigmod record,53e9ade2b7602d97037ec4ae
journal relev,richard t. snodgrass,2003,sigmod record,53e997b5b7602d9701f96d88
reminisc on influenti paper,"kenneth a. ross, frank neven, beng chin ooi",2003,sigmod record,53e99b0ab7602d970239c211
continu queri over data stream,"shivnath babu, jennifer widom",2001,sigmod record,53e9ac7bb7602d97036524b7
the cougar project a workinprogress report,"alan j. demers, johannes gehrke, rajmohan rajaraman, agathoniki trigoni, yong yao",2003,sigmod record,53e9bb08b7602d97047405ad
chair messag,richard t. snodgrass,1999,sigmod record,53e99809b7602d970201f8e3
data analysi and mine in the life scienc,nam huyn,2001,sigmod record,53e9b46fb7602d9703f703d9
treasur messag,joachim hammer,2001,sigmod record,53e9984fb7602d970208510b
